zgbh,icid
1337262   ,2674820395
1337264   ,2674323723
1337269   ,0969542523
1337271   ,1324607431
1337273   ,2673350731
1337296   ,0486617563
1337298   ,1779688475
1337303   ,2663574283
1337305   ,0757454426
1337328   ,4130181822
1337330   ,1766439259
1337337   ,1766808043
1337339   ,0973427883
1337361   ,2672104171
1337363   ,1782299963
1337386   ,2676665675
1337388   ,0976019179
1337393   ,1790032667
1337395   ,2674356347
1337412   ,0966828859
1337419   ,0968837915
1337421   ,0312954330
1337444   ,2673817851
1337446   ,3536438558
1337453   ,4288175774
1337455   ,0486247147
1337478   ,1057702887
1337480   ,2660228244
1337485   ,2673752955
1337487   ,0878698155
1337489   ,3248013107
1337512   ,1768138155
1337514   ,0968052187
1337519   ,1789553835
1337521   ,2674435691
1337544   ,0485672187
1337546   ,4139085742
1337553   ,1789075371
1337555   ,2674834091
1337578   ,1798568921
1337580   ,0969377243
1337587   ,0756893162
1337589   ,1648499669
1337612   ,2662258203
1337614   ,3532516942
1331778   ,4130365422
1331810   ,1789592587
1331862   ,1779017963
1331876   ,0967899003
1331887   ,4140722302
1331901   ,0867845067
1331919   ,3148602946
1331930   ,1768491499
1331955   ,4138549406
1332005   ,1437888651
1332012   ,2519507165
1333302   ,2673896363
1333391   ,1768770363
1333750   ,0482529786
1333844   ,1766501835
1333862   ,2676394843
1322146   ,0969421115
1322366   ,1787295963
1335833   ,0868211787
1335840   ,0968430987
1335851   ,1360285178
1335883   ,1767726619
1335890   ,1767875067
1331456   ,0968412139
1331458   ,0873570379
1331492   ,2421697578
1331548   ,1771019755
1331606   ,0967343787
1331608   ,0865493179
1331647   ,0972273163
1331672   ,1769241483
1332055   ,2676467851
1333185   ,1789127419
1333217   ,0874243035
1333328   ,3739228177
1333652   ,1766925867
1333827   ,0874805675
1333868   ,2667982171
1333982   ,0758168554
1333984   ,3537113566
1333993   ,3303824474
1334091   ,2673840667
1334093   ,4139974958
1334135   ,0873959451
1334146   ,1788320267
1334171   ,3532258766
1334337   ,0978134955
1334344   ,3530627118
1334376   ,2674805355
1334407   ,1788328187
1334434   ,0874351227
1334523   ,1784285947
1334564   ,4140576030
1334857   ,2663255483
1334890   ,0971973787
1334955   ,1781959115
1334980   ,3535848894
1335021   ,4288651150
1335047   ,4134714190
1335115   ,2662872539
1335140   ,2674812683
1335149   ,2674397547
1335172   ,0758794458
1335179   ,0868534667
1335338   ,0873291595
1335340   ,4135624142
1335363   ,2663484795
1335397   ,0751866794
1335979   ,1786846427
1335993   ,3536921982
1322349   ,2952705442
1322354   ,1790324939
1322605   ,1785961147
1324030   ,2674571899
1328990   ,3531532334
1312816   ,1769251339
1316307   ,1763906091
1316623   ,4129602142
1318138   ,3740097377
1318867   ,4134455086
1319095   ,1111634606
1320010   ,1788586491
1320014   ,1788382811
1320392   ,2674326459
1320394   ,2674307099
1320915   ,1788280971
1321518   ,3885342698
1321520   ,1789725083
1321525   ,1786659643
1321527   ,1788233291
1321550   ,2676450587
1321552   ,1789876987
1321559   ,1790326651
1321561   ,1790467851
1321584   ,1785617307
1331571   ,0868806459
1331654   ,1767586667
1331669   ,3712183710
1331703   ,1764638555
1331720   ,0981599243
1331754   ,1764059611
1332018   ,0969153419
1332035   ,1771189563
1333055   ,3247421187
1333653   ,1767260379
1333655   ,1767737547
1333981   ,3535033070
1333998   ,1301312773
1334102   ,2673652779
1334132   ,2674924987
1334147   ,1789022139
1334300   ,0969164619
1334332   ,1790445787
1334379   ,2674826683
1334539   ,2669274427
1334700   ,1787151787
1334749   ,2671816315
1334826   ,1788134523
1334843   ,3520967550
1334860   ,1789405771
1334908   ,2670158891
1334910   ,0965073211
1334958   ,2669000907
1335007   ,0311800682
1335024   ,2669944891
1335026   ,1787872683
1335050   ,0867960747
1335052   ,0777505141
1335069   ,3502880074
1335084   ,2675164363
1335118   ,0870197035
1335152   ,2985477601
1335169   ,0873208267
1335392   ,3528756030
1335480   ,1770676299
1335694   ,3535147630
1312354   ,4137434526
1313101   ,1604212298
1313367   ,2673232235
1315561   ,2616462413
1315578   ,2616462653
1315642   ,0884251147
1316038   ,0762609002
1316552   ,3531913902
1317713   ,1782716091
1317728   ,4136197950
1317920   ,4136946654
1318630   ,0761630554
1319647   ,1798696681
1319811   ,4287468590
1320043   ,2674802795
1321513   ,1789742107
1321515   ,1790165163
1321530   ,3206378162
1321532   ,1790301339
1301941   ,2669773083
1302281   ,3532316270
1302315   ,1057331623
1302362   ,1605669050
1303546   ,4138437646
1304225   ,0311819018
1305791   ,4137639502
1305922   ,3530806734
1306011   ,1785212747
1306045   ,0777971173
1306230   ,1798665769
1306656   ,3739462641
1307296   ,0311968634
1307327   ,4128983870
1307378   ,1269770073
1307533   ,3252017139
1307636   ,0751309434
1307651   ,3248053235
1308158   ,4138450894
1309429   ,4138894062
1310286   ,2944742370
761131    ,2016412667
1331478   ,1764162651
1331479   ,1764768123
1331529   ,3707835306
1331610   ,0873057307
1331661   ,1782511339
1331729   ,1766009435
1331760   ,0979199819
1331761   ,0974112843
1333045   ,4287135966
1333131   ,4198415911
1333191   ,0966014603
1333563   ,0873725115
1333597   ,1788689067
1333679   ,1789268235
1333834   ,2675861483
1333915   ,2675577051
1333916   ,3935222778
1333970   ,2676336955
1334141   ,1788500635
1334156   ,2675081371
1334273   ,2052884656
1334306   ,1789511083
1334324   ,2673896699
1334386   ,3531861294
1334387   ,3251366179
1334547   ,0872780603
1334854   ,0311489130
1334900   ,1115928814
1334917   ,1789734347
1334918   ,0485003147
1334934   ,2673586875
1334935   ,0873756907
1334984   ,2674278459
1335002   ,0969229403
1335016   ,2674491243
1335044   ,4135361742
1335077   ,1110600798
1335126   ,2676262475
1335127   ,1768836539
1335144   ,0760317898
1335145   ,1788266123
1335159   ,0969058635
1335254   ,1767923003
1335335   ,3530896974
1335367   ,3530333326
1335463   ,0971929483
1335981   ,0868487467
1321642   ,1779643563
1322316   ,1767773243
1322447   ,1766941659
1325787   ,0868038123
1312820   ,2672016347
1313424   ,2671653131
1314727   ,2674695899
1315122   ,0311260394
1315135   ,0978757131
1315586   ,2676519035
1315604   ,0311780810
1315651   ,3285475489
1316061   ,1784386475
1316562   ,4287201214
1316622   ,2674071275
1316736   ,2663192891
1317703   ,4137305278
1317704   ,1788861755
1318116   ,2673617851
1318454   ,2662468763
1318689   ,0873395083
1318703   ,4130019662
1318772   ,0869832299
1320077   ,1789576203
1331513   ,0977847499
1331559   ,1768781883
1331576   ,2675913931
1331613   ,1767892187
1331626   ,1766415675
1331694   ,1765787739
1331713   ,1764133307
1331727   ,0473245899
1331762   ,1768742427
1331763   ,1768799611
1332056   ,1056670759
1332092   ,1766496763
1333595   ,1789884315
1333663   ,1767117451
1333664   ,1767342139
1333763   ,2676272779
1333914   ,1784443003
1333917   ,2675584187
1334140   ,2675207691
1334190   ,2675863323
1334258   ,0872814171
1334339   ,3732157854
1334357   ,2674832171
1334445   ,0974400731
1334478   ,1768721339
1334495   ,4197848295
1334758   ,2667042091
1334853   ,1762524635
1334968   ,4135588190
1335000   ,1787011147
1335033   ,2014462507
1335125   ,3531811486
1335128   ,1785777067
1335303   ,0873025947
1335319   ,1057678247
1335334   ,1767272763
1335383   ,0256492714
1301868   ,1789252235
1301899   ,2672893099
1302565   ,0968431307
1303231   ,4135302942
1305542   ,4136873086
1305574   ,4140761470
1305606   ,1781255611
1305827   ,4134605646
1306082   ,4130486078
1306101   ,3537177342
1306115   ,3208756274
1306151   ,2673608107
1307154   ,2466186240
1307253   ,3740461739
1307837   ,0967453563
1307936   ,2660237252
1307951   ,3531325470
1308035   ,3531452094
1308135   ,1798806441
1308150   ,3529650094
1308644   ,1767606190
1308896   ,3537189646
1310210   ,1116034990
1312086   ,1798592681
1314729   ,3528537950
1315570   ,3530354046
1315605   ,1762428971
1315717   ,1120922766
1316432   ,0967055195
1316620   ,1057694135
1316635   ,3732250718
1317705   ,0761098250
1318455   ,2670094811
1318688   ,0873212987
1319142   ,2976790993
1319328   ,0869036491
1319375   ,2673608027
1331459   ,0874413803
1331473   ,1767118123
1331549   ,1764463195
1331598   ,0973328587
1331605   ,4143488110
1331616   ,0972728427
1331623   ,1765222603
1331691   ,1765892955
1331698   ,0874791675
1331716   ,0974455179
1331759   ,3711437978
1332070   ,1782483611
1332077   ,1782584539
1332351   ,3207402450
1333717   ,1784434443
1333835   ,2675385179
1334076   ,0965736251
1334136   ,4138491902
1334143   ,2675061371
1334161   ,1787591435
1334179   ,1787322763
1334382   ,3535943934
1334510   ,2669304971
1334535   ,2675911147
1334549   ,2675431211
1334565   ,2675719291
1334775   ,0485698539
1334782   ,2664991771
1334831   ,3247570739
1334856   ,0967368779
1334873   ,1575380500
1334891   ,1115156270
1334898   ,0869447355
1334923   ,0486140331
1334954   ,2674031195
1334979   ,1788639547
1334997   ,2665068315
1335046   ,0973535243
1335064   ,2671866875
1335071   ,1785914203
1335082   ,0757956698
1335096   ,1779374667
1335114   ,4136731742
1335139   ,3531048478
1335164   ,3528180638
1335182   ,3537380366
1335299   ,2668793499
1335337   ,1780993771
1335355   ,4130867838
1312890   ,1780415947
1313344   ,1110866718
1313412   ,1782760123
1315134   ,1605737450
1315545   ,3149084338
1315559   ,1606020586
1315584   ,2657387796
1315591   ,2674044283
1316564   ,0757770586
1317220   ,1605720698
1317716   ,4134960270
1318041   ,4138427742
1318691   ,0868816491
1319332   ,1115112302
1319371   ,0968318955
1320365   ,0311452698
1322588   ,0974342843
1323728   ,2675441547
1324081   ,0485411099
1336035   ,0869686443
1336080   ,0868607579
1336166   ,2673993003
1336443   ,1782614795
1336457   ,1789643915
1336482   ,2674284635
1331449   ,0874074443
1331525   ,1764215179
1331563   ,0973798715
1331565   ,0873200571
1331588   ,0873860411
1331624   ,1766386523
1331656   ,1767344619
1331658   ,1789328667
1331699   ,0873135755
1331722   ,0972343243
1331724   ,1764182955
1332071   ,1786458107
1333210   ,0978106187
1333693   ,2676018987
1333947   ,2676027899
1334034   ,2674510411
1334041   ,1762958667
1334068   ,3208793058
1334121   ,0874313643
1334162   ,3537981349
1334228   ,4129878702
1334294   ,0876708091
1334360   ,1766446427
1334416   ,1788255867
1334450   ,1780505163
1334484   ,1780885739
1334552   ,1790393595
1334747   ,2673371131
1334864   ,1762191083
1334897   ,2982354193
1334939   ,2665485931
1334998   ,1764303435
1335003   ,1781677627
1335030   ,4130426558
1335054   ,2674071579
1335056   ,4195696942
1335065   ,1761698426
1335122   ,1784705099
1335163   ,1766689355
1335165   ,0873364811
1335198   ,1785788427
1335257   ,3528920110
1335282   ,0967353179
1335315   ,1111641326
1335347   ,2675308027
1335381   ,1790264011
1335476   ,2674940699
1321959   ,1768848555
1322331   ,0977328939
1322446   ,1768715227
1323306   ,0972590603
1328885   ,0758827258
1329019   ,0968128235
1329164   ,3532290542
1329499   ,2675538075
1329558   ,0866974955
1335972   ,2669739243
1336016   ,2016356955
1336167   ,1782114123
1336239   ,2669833979
1336434   ,4139443886
1336467   ,3530213790
1302300   ,3536472702
1302336   ,2673230459
1303072   ,4134427694
1303074   ,4134555166
1303544   ,4137607550
1304330   ,2985126273
1304389   ,2663166219
1304862   ,1779099787
1305373   ,4136308014
1305795   ,2671568859
1305826   ,2977837409
1305926   ,4129691006
1306094   ,1783575659
1306292   ,3531626190
1306635   ,2674096075
1307570   ,2671881723
1307787   ,1779693707
1331464   ,0874700507
1331493   ,0968840203
1335915   ,3524939902
1335926   ,2667869627
1335940   ,3532106510
1335951   ,2674424747
1336008   ,0867909627
1336033   ,0874306187
1336089   ,1768666430
1337058   ,0974587931
1337065   ,0259524250
1337076   ,2675409307
1337083   ,1768328299
1337090   ,1269119049
1337101   ,1787932875
1337108   ,2675147723
1337115   ,1789113787
1337126   ,3535858734
1337133   ,1780871419
1337140   ,1605445434
1337147   ,0967757835
1337154   ,3524196590
1337161   ,2674709099
1337172   ,4135630142
1337179   ,0969563323
1337186   ,2674534667
1337197   ,1779553483
1337204   ,0869831163
1337211   ,1111437566
1337222   ,4287359022
1337229   ,2675866347
1337236   ,2672622315
1337247   ,2663511883
1337254   ,1788966939
1337261   ,2676301723
1337272   ,1763006475
1337279   ,1766741643
1337286   ,1766615435
1337297   ,2674223771
1337304   ,0762401290
1337311   ,1765314651
1337322   ,1782649947
1337329   ,2674792027
1337336   ,0312164810
1337340   ,2676519867
1337347   ,2673360571
1337354   ,4140867278
1337362   ,0757814522
1337369   ,1781641739
1337376   ,1111878782
1337380   ,0867558891
1337387   ,0866823675
1337394   ,3731903790
1337404   ,0965370891
1337411   ,1781765547
1337422   ,3530357790
1337429   ,0762078666
1337436   ,1766922299
1337447   ,2674248747
1337454   ,3710370202
1337461   ,0259654218
1337472   ,2674058539
1337479   ,0760060442
1337486   ,0777871349
1337497   ,0311170586
1337504   ,2674438571
1337511   ,1801405050
1337522   ,1767230347
1337529   ,4289069966
1337536   ,0874020203
1337547   ,0485333771
1337554   ,2672897819
1337561   ,2673596635
1337572   ,1763676891
1337579   ,3075046971
1337586   ,2671915259
1337597   ,4131313278
1337604   ,2662539179
1337611   ,3740271681
1337622   ,1762449386
1337629   ,1787150971
1337636   ,3543309589
1337647   ,2062550496
1337654   ,2068474864
1337661   ,3731480446
1337672   ,1765775579
1337679   ,3214037490
1337686   ,4129238926
1331780   ,1767371595
1331819   ,2672930107
1331828   ,1787954155
1331846   ,1779421563
1331853   ,1124884734
1331903   ,3532578078
1331935   ,0878243531
1331971   ,0028428868
1331978   ,0873640571
1331996   ,1767652555
1333061   ,0759127866
1333400   ,1764326523
1333773   ,1780935947
1333853   ,3537278206
1335831   ,4286965678
1335849   ,4130027582
1335885   ,1764499275
1335899   ,0873683275
1335910   ,3533138414
1335917   ,0873086763
1335935   ,2674977979
1312808   ,2673848651
1313793   ,2674229195
1315043   ,1057934487
1316379   ,1790154635
1316532   ,1606004474
1317269   ,4129744430
1317368   ,2662598459
1317448   ,2671667915
1317652   ,4140329742
1317684   ,4138566638
1317741   ,4135946110
1319289   ,0873845483
1319389   ,0752181498
1322307   ,2676332891
1322606   ,1790247179
1325566   ,0474124491
1326070   ,0486686123
1328966   ,3532345150
1329066   ,0759561754
1335942   ,0965576955
1335949   ,0872813051
1335962   ,1765988395
1336010   ,2669926587
1336017   ,0776697093
1337056   ,2673104811
1337067   ,3535156366
1337074   ,2674188395
1337081   ,1787325163
1337092   ,4131086558
1337099   ,2676090731
1337106   ,1799259737
1337110   ,1768836555
1337117   ,1784046987
1337124   ,4140757470
1337131   ,4140380526
1337135   ,2675710171
1337145   ,0874318059
1337152   ,1785982971
1337156   ,0965085995
1337163   ,1768197947
1337170   ,0873273691
1337181   ,1782145467
1337188   ,4129178942
1337195   ,0972027035
1337206   ,3544097253
1337213   ,0967640667
1337220   ,1789743179
1337231   ,2658440004
1337238   ,3742727441
1337245   ,4138193806
1337256   ,1766263195
1337263   ,1125165230
1337270   ,3709502730
1337281   ,4139665598
1337288   ,3730469326
1337295   ,4140006574
1337306   ,2674790843
1337313   ,2675184971
1337320   ,1763911083
1337331   ,3541189102
1337338   ,1769476875
1337345   ,2674330667
1337356   ,2674829915
1337360   ,0968921899
1331782   ,2676345339
1331814   ,2673853355
1331841   ,1768782891
1331858   ,1605405690
1331873   ,3536586574
1331875   ,1767733627
1331890   ,3741526193
1331922   ,0312730970
1331956   ,0872733035
1333480   ,0875021099
1333537   ,2674645579
1333822   ,1787181851
1333858   ,1789188475
1335454   ,0760602058
1335830   ,2658885780
1335862   ,2675549867
1335879   ,3285315585
1335894   ,0869050475
1335896   ,1115759790
1335911   ,1764242491
1335913   ,0869118603
1335930   ,3530525246
1335947   ,0969151515
1315727   ,2674109099
1317447   ,2669800971
1319300   ,4134044094
1304485   ,1763020923
1304487   ,0312065130
1304504   ,3530582814
1304651   ,3961331372
1307160   ,0759614218
1308347   ,1798196490
837125    ,3926588651
1326095   ,2674115611
1329384   ,0876225771
1329469   ,2677465035
1337061   ,2919768241
1337063   ,1766392363
1337078   ,1786648171
1337080   ,3529825806
1337095   ,4129647214
1337097   ,3535282174
1337112   ,1767730075
1337114   ,2669062379
1337127   ,1786826459
1337129   ,1786331259
1337142   ,0968751163
1337157   ,1115449758
1337159   ,2472204880
1337174   ,2676381387
1337176   ,2673322091
1337191   ,1767422955
1337193   ,2468631584
1337208   ,2674003019
1331776   ,1769578587
1331823   ,1766463755
1301768   ,2671814875
1302339   ,3528038862
1302357   ,1789367643
1303571   ,4137330686
1303572   ,4140251694
1304067   ,2657432836
1304376   ,2672375355
1304379   ,2669916347
1305555   ,4140292958
1305556   ,4137515630
1305591   ,2674838683
1305642   ,4135480542
1305691   ,2663722187
1305815   ,3528609022
1305845   ,3532531166
1305913   ,2674203371
1305927   ,0751899338
1306036   ,4133984558
1306037   ,3527892446
1306100   ,0311759210
1306154   ,3537174830
1306338   ,1799216825
1306896   ,3530852846
1306954   ,1809056234
1307020   ,1782841899
1307038   ,1115268350
1307088   ,2673008027
1307115   ,1788811291
1307129   ,1782337435
1307132   ,2674058571
1307285   ,2755313482
1307370   ,1116152014
1307371   ,3527871934
1308117   ,4130539742
1308375   ,0310977258
1308897   ,2674222891
1309079   ,0311663130
1309552   ,1797781914
1310078   ,4140823534
1310228   ,1116413982
1312411   ,2755149130
1312986   ,0758551818
1313815   ,2673505547
1315064   ,3528278622
1315542   ,2671523595
1315667   ,3072327707
1316653   ,4129483102
1317227   ,0968894187
1317259   ,0757075034
1317977   ,4134152542
1318552   ,4137777246
1318555   ,0969185115
1318605   ,4288823950
1318855   ,1781501179
1318870   ,1789137707
1319325   ,2671524379
1319589   ,4288012990
1321622   ,2676239595
1321623   ,2674724667
1323724   ,0867977643
1325078   ,1768758827
1325789   ,0869938331
1325871   ,0868063851
1326577   ,2465611488
1331448   ,0874310043
1331524   ,0967729963
1333050   ,1769781931
1333340   ,2472267072
1333976   ,2676327355
1333990   ,2673685755
1334118   ,1781227131
1334129   ,0868427691
1334154   ,4129219294
1334186   ,2674339547
1334254   ,1787419163
1334261   ,1783695387
1334268   ,3530231198
1334304   ,1766245387
1334311   ,1082999113
1334318   ,1781678347
1334354   ,1765865883
1334485   ,1782722091
1334572   ,2672055979
1334583   ,2672721995
1334615   ,2676628059
1334622   ,1781012155
1334633   ,2754934554
1334658   ,0881278187
1334665   ,1780707195
1334694   ,1767339675
1334705   ,1782975995
1334762   ,0758447930
1335039   ,2673205707
1335146   ,2674343003
1335256   ,0881575787
1335348   ,3536414110
1335373   ,4129532782
1335391   ,0873568075
1335408   ,2676073659
1335412   ,2673478667
1335419   ,1782168091
1335477   ,3530825070
1335709   ,1790375419
1335755   ,0874063563
1335824   ,0874359403
1312847   ,2673562107
1313098   ,0312828186
1315639   ,1769898187
1315657   ,1606002442
1315767   ,2945640386
1315778   ,3247589331
1315785   ,1892162993
1316031   ,1783844379
1316187   ,0868701835
1317025   ,4134768078
1317230   ,2660781700
1317280   ,1605509594
1318146   ,2671058347
1318548   ,4289100478
1318559   ,3934139838
1318573   ,1781308987
1318609   ,0874514923
1318634   ,3530840174
1318641   ,0761076282
1318648   ,1111585406
1318666   ,3251445699
1318852   ,1115307150
1318859   ,0868457483
1319660   ,3532184718
1320072   ,2675397579
1321619   ,2674851899
1321626   ,2676504107
1325192   ,1778874747
1325217   ,1779585211
1325267   ,1798573257
1325722   ,0868406427
